"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","geneID"
"GO:0010977","negative regulation of neuron projection development","46/3634","146/18888",0.000265048559537991,0.00573110189810694,0.00460588846314243,46,"LRP4/RGMA/DPYSL3/SEMA5B/SEMA3F/SEMA6B/FLNA/RTN4/SLIT2/KANK1/TRPV4/ZNF365/SEMA4D/FAT3/SEMA4C/LRIG2/VIM/SEMA6A/EPHA7/STMN2/CBFA2T2/EPHB2/SEMA6D/DAB2/FKBP4/SEMA4F/NR2F1/EFNB2/PRAG1/SEMA5A/LPAR1/FGF13/EPHA4/ARF6/TBX6/SLIT1/SEMA6C/SEMA3A/ADCY6/RTN4R/PTPRS/NLGN1/ITM2C/PTPRO/PSEN1/RTN4RL1"
"GO:0097193","intrinsic apoptotic signaling pathway","87/3634","319/18888",0.000272490887765763,0.00587170881947674,0.00471888938486554,87,"MYC/DNAJA1/MYBBP1A/NFATC4/HRAS/FZD1/SFRP2/SFPQ/BCLAF1/FNIP2/DDX5/DIABLO/MMP2/HIPK2/PERP/TPT1/ARHGEF2/BCL2/RPS3/USP28/CUL4A/CASP2/TRIAP1/BCL2L1/DAPK2/EIF5A/CLU/PIK3R1/ENO1/IFI6/PYCR1/AEN/RPS27L/CRIP1/RPS7/SOD1/URI1/IFI16/CYCS/HNRNPK/ATF4/XBP1/ACKR3/RACK1/BAX/DAB2IP/PLAGL2/GRINA/E2F2/PLAUR/CUL1/PHLDA3/PARK7/NOC2L/BCAP31/MARCHF7/DAXX/TAF9/HERPUD1/ARL6IP5/MOAP1/HYOU1/DDX3X/NME5/CHEK2/CD74/HDAC1/ATP2A3/RPL26/FHIT/RRN3/P4HB/ZNF622/MELK/STK11/NBN/DDIT3/SHISA5/CYLD/CDKN1A/TMEM109/PINK1/PPIF/STK24/RRM2B/FBH1/MAPK8IP1"
"GO:0050773","regulation of dendrite development","34/3634","99/18888",0.000276208231660663,0.00593135821184702,0.00476682753934897,34,"NFATC4/PPP3CA/DPYSL5/TMEM106B/COBL/PREX1/SARM1/IL1RAPL1/DBN1/NR2E1/BAIAP2/CHRNA3/SEMA4D/PTPRD/FAT3/YWHAH/EPHB2/CHRNB2/LZTS1/DAB2IP/VLDLR/PTN/EPHA4/ARF6/NSMF/CUL7/RELN/EZH2/CAPRIN1/MFSD2A/STK11/CRK/LRP8/ELAVL4"
"GO:0006177","GMP biosynthetic process","9/3634","14/18888",0.000279080920755379,0.00597252285548069,0.00479991014031692,9,"PFAS/IMPDH1/PAICS/GMPS/ADSL/IMPDH2/GART/ADA/ATIC"
"GO:0006446","regulation of translational initiation","30/3634","84/18888",0.000286777242367444,0.00601177335768551,0.00483145441199309,30,"EIF4G1/NCBP1/EIF4G2/LARP1/BZW1/DDX1/EIF4A2/TMED2/EIF5B/RPL13A/EIF5/EIF3B/ATF4/DNAJC3/RBM4/DHX29/NCBP2/EIF3E/EIF2S1/KLHL25/YTHDF1/DDX3X/EIF4B/ZNF598/EIF4E2/EIF2AK1/PPP1CA/FECH/UHMK1/NPM1"
"GO:0051653","spindle localization","24/3634","62/18888",0.000287016345613597,0.00601177335768551,0.00483145441199309,24,"CENPA/KPNB1/NUSAP1/NUMA1/MAD2L1/PLK1/ASPM/UBXN2B/ZW10/CFL1/SPRY2/CLASP2/MAP4/DCTN1/CLASP1/NDC80/FGF10/SPAG5/KIF25/SPRY1/ACTR3/SPIRE1/ITGB1/NDE1"
"GO:1903008","organelle disassembly","53/3634","175/18888",0.000288583377418286,0.00601177335768551,0.00483145441199309,53,"HK2/CDK1/LRBA/TIGAR/GABARAPL1/DYRK3/RIMOC1/EIF2D/USP36/AURKA/CDC37/SLC25A5/PLIN2/SKIC3/OPTN/RACK1/FUNDC2/CTTN/CTSK/ATG13/PARK7/ABCE1/SREBF2/MAP4/DDRGK1/RETREG3/PLIN3/LTN1/TRNT1/PELO/BNIP3L/ASCC2/GABARAPL2/RRP7A/GBA1/MRRF/ZNF598/VPS13C/TSPO/STX5/FBXL4/EIF4E2/FZD5/DENR/ATP13A2/VDAC1/TAFAZZIN/PINK1/ATG14/ELAC1/GBF1/MCTS1/ASCC3"
"GO:0006356","regulation of transcription by RNA polymerase I","20/3634","48/18888",0.000288611298976741,0.00601177335768551,0.00483145441199309,20,"MYBBP1A/UBTF/DDX21/BEND3/NCL/LYAR/WDR43/FLNA/ZMPSTE24/DHX33/UTP15/BAZ1B/POLR2L/ATF4/NOL11/PWP1/NOP53/HEATR1/CREBBP/PIH1D1"
"GO:0033046","negative regulation of sister chromatid segregation","20/3634","48/18888",0.000288611298976741,0.00601177335768551,0.00483145441199309,20,"SPC24/KNTC1/NUF2/INCENP/MAD2L1/PLK1/BUB1/TTK/ZW10/RAD21/AURKB/KNL1/FBXO5/BUB3/ANAPC15/NDC80/BIRC5/CDCA8/MAD2L2/SPC25"
"GO:0033048","negative regulation of mitotic sister chromatid segregation","20/3634","48/18888",0.000288611298976741,0.00601177335768551,0.00483145441199309,20,"SPC24/KNTC1/NUF2/INCENP/MAD2L1/PLK1/BUB1/TTK/ZW10/RAD21/AURKB/KNL1/FBXO5/BUB3/ANAPC15/NDC80/BIRC5/CDCA8/MAD2L2/SPC25"
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","20/3634","48/18888",0.000288611298976741,0.00601177335768551,0.00483145441199309,20,"SPC24/KNTC1/NUF2/INCENP/MAD2L1/PLK1/BUB1/TTK/ZW10/RAD21/AURKB/KNL1/FBXO5/BUB3/ANAPC15/NDC80/BIRC5/CDCA8/MAD2L2/SPC25"
"GO:2000816","negative regulation of mitotic sister chromatid separation","20/3634","48/18888",0.000288611298976741,0.00601177335768551,0.00483145441199309,20,"SPC24/KNTC1/NUF2/INCENP/MAD2L1/PLK1/BUB1/TTK/ZW10/RAD21/AURKB/KNL1/FBXO5/BUB3/ANAPC15/NDC80/BIRC5/CDCA8/MAD2L2/SPC25"
"GO:0048846","axon extension involved in axon guidance","17/3634","38/18888",0.000295736430902984,0.00611939389639983,0.00491794531836228,17,"ALCAM/SEMA5B/SEMA3F/SEMA6B/SLIT2/SEMA4D/SEMA4C/NRP2/SEMA6A/SLIT3/SEMA6D/SEMA4F/SEMA5A/PLXNA4/SLIT1/SEMA6C/SEMA3A"
"GO:1902284","neuron projection extension involved in neuron projection guidance","17/3634","38/18888",0.000295736430902984,0.00611939389639983,0.00491794531836228,17,"ALCAM/SEMA5B/SEMA3F/SEMA6B/SLIT2/SEMA4D/SEMA4C/NRP2/SEMA6A/SLIT3/SEMA6D/SEMA4F/SEMA5A/PLXNA4/SLIT1/SEMA6C/SEMA3A"
"GO:0048588","developmental cell growth","68/3634","238/18888",0.000299209255780059,0.00617082059197884,0.00495927517570492,68,"DCAF13/CXCR4/CACNG7/ALCAM/COBL/RGMA/SEMA5B/CPNE1/WASF1/MAP1B/SEMA3F/SEMA6B/EIF4G2/SYT4/PPARA/PRICKLE1/RTN4/SLIT2/BARHL2/SOX9/RGS4/AURKA/SEMA4D/SLC23A2/LLPH/RARG/SEMA4C/NRP2/SEMA6A/EPHA7/SLIT3/VCL/SEMA6D/USP9X/EFNA5/SEMA4F/OLFM1/NIN/CTTN/SEMA5A/FGF13/TMEM108/SHTN1/CDH4/SPAG6/LHX2/PRMT2/PLXNA4/RND2/SLIT1/SEMA6C/SEMA3A/CPNE5/IST1/FLRT3/RTN4R/PTPRS/STK11/PLXNA1/CRABP2/PARP2/UNC13A/TOMM70/PUM2/EDN1/ITGB1/PDLIM5/COL14A1"
"GO:0051099","positive regulation of binding","38/3634","115/18888",0.000305984258248158,0.00628978825589718,0.00505488537431428,38,"NME1/EIF4G1/NCBP1/TCF7L2/HIPK2/EGF/H1-0/PINX1/NEUROD1/EDF1/USP9X/STK3/ZNF618/PPP2CA/EIF3C/HMGB1/STMN1/PLAUR/SKI/DACT1/ANXA2/VTN/EIF3E/PARK7/EPHA4/DDRGK1/RIPK2/MET/EPB41/HMGB2/RALB/IDE/PSEN1/NVL/CDT1/RAN/FLOT1/MED25"
"GO:1903311","regulation of mRNA metabolic process","106/3634","404/18888",0.000313185249093974,0.00641670367733851,0.00515688291087955,106,"DHX9/RBM3/SRSF2/CACNG7/NCL/WDR77/RBFOX2/FUS/IGF2BP1/SAFB2/SRSF6/NBAS/DDX5/NCBP1/SAMD4A/RBM33/SRSF7/HDAC7/MOV10/LARP1/ZFP36L2/PRPF19/DHX34/RBM8A/PRMT5/SERBP1/NOVA2/HNRNPU/CIRBP/TRAF5/SYNCRIP/SRSF9/GTPBP1/ZFP36L1/U2AF2/CNOT6L/HNRNPA2B1/SLTM/VIM/SF1/HNRNPK/CELF2/FXR1/HNRNPD/SRSF3/TARDBP/NORAD/TUT4/FASTKD2/NSRP1/RBM5/TIA1/CARHSP1/RBM4/MEIOC/PUF60/PAN3/TNRC6B/CNOT8/RBPMS2/NCBP2/CELF3/KHSRP/HNRNPAB/SF3B4/RBPMS/YTHDF1/BTG2/ROCK2/RBM15B/SRPK1/PAN2/C1QBP/ZC3H14/DCPS/PRKCA/RBFOX1/EIF4A3/APEX1/SAFB/KAT8/FASTKD5/RBM39/CNOT7/CAPRIN1/AHCYL1/RBMXL1/MYD88/PUM1/DYRK1A/PABPC4/TNKS1BP1/SAMD4B/PRR5L/PNPT1/METTL16/SRSF4/TRAF3IP2/PUM2/QKI/EXOSC3/RBM15/TRA2B/ELAVL4/NPM1/DDX17"
"GO:0051983","regulation of chromosome segregation","42/3634","131/18888",0.000317448156413847,0.00644794985149621,0.0051819943808253,42,"NCAPD2/KIF2C/CDK1/ACTB/SPC24/KNTC1/UBE2C/NUMA1/PHF10/NUF2/INCENP/HNRNPU/ARID2/DLGAP5/MAD2L1/PLK1/BUB1/RMI2/NCAPG/TTK/CDC16/ZW10/SMC4/RAD21/AURKB/MKI67/KNL1/FBXO5/BUB3/SMARCE1/CDCA2/ANAPC15/PUM1/NDC80/C9orf78/NCAPG2/BIRC5/NCAPD3/PUM2/CDCA8/MAD2L2/SPC25"
"GO:0007098","centrosome cycle","44/3634","139/18888",0.000317628347095119,0.00644794985149621,0.0051819943808253,44,"RTTN/HAUS4/ODF2/CDK1/ATF5/NAT10/CEP44/NEK2/RANBP1/CETN3/AURKA/CKAP5/PLK1/UBXN2B/PLK2/CEP192/CHMP3/NIN/KIF3B/KIF11/CHMP1B/SSX2IP/CHORDC1/PARD6B/ROCK2/KIAA1614/DCTN1/STIL/CCNF/NDC80/KAT2A/KIF25/CEP152/BBS4/POC1B/CHMP4B/CHMP4C/PPP1R12A/KIAA0753/PKD2/NUBP1/NDE1/CNTROB/NPM1"
"GO:0045995","regulation of embryonic development","32/3634","92/18888",0.000317805817612551,0.00644794985149621,0.0051819943808253,32,"SFRP2/NOTCH1/UTP25/CDK1/RACGAP1/INSR/NR2C2/NFRKB/RBM19/WNT2B/INO80/WDR5/LAMA5/PLCB1/LAMA4/CRB2/PHLDB2/CFL1/RACK1/CLASP2/LAMA1/RUVBL1/LAMA2/OTX2/ACTR8/CLASP1/ACTR5/LHX1/KAT2A/EHMT1/DLL1/WNT4"
"GO:0033674","positive regulation of kinase activity","83/3634","303/18888",0.00031932402476739,0.00645778586010169,0.00518989924089668,83,"HSP90AA1/ATP2B4/HRAS/NTRK2/TTBK1/TIGAR/RPS3/INSR/SLC8A2/TOM1L1/TPX2/ERBB3/EGF/CHRNA3/EGFR/TCIM/TYRO3/FGFR3/ADCYAP1/ADRA2B/MERTK/NRG1/ROBO1/SRCIN1/STRADA/HMGA2/CCN1/ROR2/DLG4/DAB2IP/MAP3K12/PAK1/PPP2CA/AGAP2/PSRC1/KIF14/MAP3K4/ERBB4/DRD4/CALM3/GAS6/PILRB/DIPK2A/PARK7/PHB1/EPHA4/DAXX/IRAK1/LMO4/EPHB4/EMP2/MET/DDX3X/SNCA/RELN/EZH2/CD74/CLSPN/ADRB2/RALB/PRLR/NTF3/XRCC6/NTRK3/ZNF622/CAB39/RAD50/STK11/NBN/CCND2/MMD/HLA-DRB1/CDKN1A/LRP8/ITGB1BP1/PIH1D1/EDN1/PINK1/CCND3/PRKAG1/SNX9/GPRC5B/TENM1"
"GO:0021772","olfactory bulb development","16/3634","35/18888",0.000327779213163185,0.00660394476586858,0.00530736210053971,16,"ATF5/EOMES/NR2E1/SLIT2/FEZF1/UNCX/ROBO1/KIF14/SKI/ZIC1/ERBB4/SALL1/ARX/LHX2/SEMA3A/ID2"
"GO:0009260","ribonucleotide biosynthetic process","65/3634","226/18888",0.000328898860958212,0.00660394476586858,0.00530736210053971,65,"NME1/MTHFD1/SLC25A13/ADCY2/SLC25A1/PFAS/IMPDH1/PPARA/GUCY1B1/PAICS/GMPS/PDHA1/ENO1/ADSL/NDUFB2/NME6/ATP6V1A/IMPDH2/ADSS1/NDUFB8/GART/PPARGC1A/PANK4/AK2/ADA/ATP5MK/SPHK2/ATP5PF/ACSS2/ELOVL7/RFK/NDUFS6/ACOT7/ATP5F1E/UMPS/NME5/SNCA/DCAKD/ACSL4/ADCY6/PID1/NDUFB10/NDUFA7/ATP5MF/COASY/ATP5ME/SDHC/NDUFS4/NDUFB5/UCK1/ATP5MC1/DIP2A/GUCY1A2/ATP5MC3/NME7/CTPS2/ACSF3/ATP5MC2/TAFAZZIN/PINK1/ATIC/ATPSCKMT/ACACB/PAPSS1/ND6"
"GO:1901988","negative regulation of cell cycle phase transition","76/3634","273/18888",0.000330096396508838,0.00660394476586858,0.00530736210053971,76,"SOX2/RHNO1/CDK1/ATF5/SPC24/KNTC1/ZFP36L2/BRCC3/PRPF19/BCL2/INTS3/USP28/NUF2/BTN2A2/NABP2/CUL4A/INCENP/CTDSP2/CASP2/TRIAP1/NAE1/NSUN2/MAD2L1/ABRAXAS1/METTL13/PLK1/ZFP36L1/BUB1/RPS27L/TTK/ZW10/CDK2AP2/CDKN1B/RAD21/PLK2/NABP1/AURKB/JADE1/FAM107A/KNL1/DACT1/NOP53/FBXO5/BUB3/CCNG1/MDC1/PRMT2/BLM/CHEK2/GTSE1/EZH2/FANCD2/CLSPN/RPL26/WEE1/DNA2/CLOCK/MBTPS1/ANAPC15/NDC80/RAD50/NBN/BIRC5/TICRR/CHMP4C/CDT1/RBL2/CDKN1A/PKD2/CDCA8/TP53BP1/TELO2/AVEN/MAD2L2/BABAM1/SPC25"
"GO:1990542","mitochondrial transmembrane transport","33/3634","96/18888",0.000330789454265629,0.00660394476586858,0.00530736210053971,33,"SLC25A13/SLC25A36/SLC25A6/SLC25A1/SFXN2/TOMM40/SLC25A12/LETM1/HSPD1/SLC25A23/SLC25A32/SLC25A5/ABCB7/COL6A1/SLC25A3/SLC25A22/SFXN5/TIMM44/SLC25A37/MICU1/SLC25A33/UCP2/SLC8A3/TIMM17A/PSEN2/TIMM23/MICU2/PNPT1/TOMM70/VDAC1/PMPCB/SLC39A8/CHCHD4"
"GO:0035196","miRNA processing","19/3634","45/18888",0.000331835278681827,0.00660394476586858,0.00530736210053971,19,"SRRT/DDX5/NCBP1/SMAD2/ZMPSTE24/HNRNPA2B1/SPOUT1/SRSF3/TUT4/DICER1/NCBP2/DGCR8/STAT3/DROSHA/AGO3/PUM1/ZC3H7B/PUM2/AGO4"
"GO:0010965","regulation of mitotic sister chromatid separation","23/3634","59/18888",0.000338174201710052,0.00670873202059084,0.00539157599451515,23,"SPC24/KNTC1/UBE2C/NUF2/INCENP/DLGAP5/MAD2L1/PLK1/BUB1/TTK/CDC16/ZW10/RAD21/AURKB/KNL1/FBXO5/BUB3/ANAPC15/NDC80/BIRC5/CDCA8/MAD2L2/SPC25"
"GO:0072028","nephron morphogenesis","29/3634","81/18888",0.000342594207244733,0.00675353691190012,0.00542758413669142,29,"MYC/CTNNBIP1/IRX1/ADAMTS16/FMN1/GLI3/BCL2/FGF8/WNT2B/SOX9/SIX4/LAMA5/MAGED1/HS2ST1/EYA1/LGR4/SMAD4/ERBB4/GPC3/GZF1/SALL1/KLHL3/STAT1/LHX1/GREB1L/HS3ST3A1/PKD2/AHI1/WNT4"
"GO:0097061","dendritic spine organization","29/3634","81/18888",0.000342594207244733,0.00675353691190012,0.00542758413669142,29,"DBN1/INSR/ITGA3/BAIAP2/ZNF365/ARHGAP44/EPHB2/SRCIN1/SHANK1/CFL1/DLG4/LGMN/CTTN/ARC/EPHB1/EPHA4/GRIN2B/TANC1/PAK3/RELN/CAPRIN1/NLGN1/CTNND2/DIP2A/ABI2/LRP8/MTMR2/PDLIM5/VPS35"
"GO:0021695","cerebellar cortex development","21/3634","52/18888",0.000343847301841652,0.00675692386543549,0.00543030611415599,21,"HSPA5/ZNF365/TTC21B/CEND1/SERPINE2/KIF14/WHRN/LHX5/RORA/SPTBN2/TTBK2/EZH2/SLC25A46/COQ8B/LHX1/GBA1/GRID2/UQCRQ/GLI2/DLL1/MDK"
"GO:0001823","mesonephros development","35/3634","104/18888",0.000351797045598451,0.00685878994946453,0.00551217236423432,35,"MYC/CTNNBIP1/ZBTB16/ADAMTS16/FMN1/SMAD2/GLI3/BCL2/FGF8/SDC4/SLIT2/WNT2B/SOX9/SIX4/LAMA5/MAGED1/SIM1/HS2ST1/RARB/EYA1/ARG2/LGR4/SMAD4/GPC3/GZF1/SALL1/FOXJ1/LHX1/FGF10/GREB1L/SPRY1/HS3ST3A1/PKD2/SMAD6/WNT4"
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","35/3634","104/18888",0.000351797045598451,0.00685878994946453,0.00551217236423432,35,"CDK6/CDK1/BRCC3/INTS3/NABP2/NAE1/PKIA/AURKA/ABRAXAS1/PLK1/RAD51C/RAD21/CDC25C/NABP1/AURKB/KIF14/CDK4/NOP53/FBXO5/CCNG1/BLM/CLSPN/CDC25A/WEE1/MBTPS1/RAD50/NBN/TICRR/MTA3/CHMP4C/CDKN1A/AVEN/RRM2B/BABAM1/CDC25B"
"GO:0021535","cell migration in hindbrain","10/3634","17/18888",0.000352323823616277,0.00685878994946453,0.00551217236423432,10,"ATP1B2/FLNA/SEMA4C/CTNNA2/LEF1/EPHB2/CEND1/EPHB1/TTBK2/ITGB1"
"GO:0048863","stem cell differentiation","70/3634","248/18888",0.000361840015784151,0.00701500155332595,0.00563771422979982,70,"PUS7/NOLC1/FZD1/HSPA9/SFRP2/NOTCH1/SEMA5B/CDK6/SEMA3F/SEMA6B/EOMES/GATAD2A/ZFP36L2/MBD3/BCL2/GSC/LBH/PRICKLE1/HNRNPU/SOX9/NSUN2/SOX21/KBTBD8/TCOF1/SEMA4D/FRZB/LAMA5/NRG1/SEMA4C/NRP2/RPS7/SEMA6A/EDNRB/PSMD11/LMBR1L/SEMA6D/HMGA2/MSI2/SOX5/SEMA4F/GATAD2B/MTCH2/PWP1/SMYD5/FOXA1/SEMA5A/ITCH/PTN/SMAD4/ERBB4/GPM6A/DMRTA2/STAT3/CITED2/EZH2/RDH10/SEMA6C/NUDT21/HDAC1/SEMA3A/KITLG/YAP1/PUM1/LRP6/N4BP2L2/MTA3/CHD2/EDN1/ITGB1/SETD1A"
"GO:0048041","focal adhesion assembly","30/3634","85/18888",0.000362593295203117,0.00701500155332595,0.00563771422979982,30,"MMP14/PEAK1/FMN1/BCL2/SORBS1/ACTN1/ITGA2/SDC4/ACTG1/ACTN3/VCL/PHLDB2/EPHA3/EFNA5/CLASP2/FAM107A/CTTN/TESK2/LIMCH1/ROCK2/DLC1/AJUBA/DAPK3/CLASP1/PTPRJ/PIP5K1A/DUSP3/ITGB1BP1/PTPRK/WNT4"
"GO:1900180","regulation of protein localization to nucleus","45/3634","144/18888",0.000375864205901612,0.0072493068601209,0.00582601730460231,45,"HSP90AA1/WWTR1/DKC1/CCT2/CCT5/CDK1/TCF7L2/NGFR/CCT3/POLR1A/GLI3/FLNA/KAT7/TCP1/PIK3R1/PKIA/BYSL/YWHAZ/PLK1/SUMO3/DCLK2/GLUL/CCT6A/TFRC/PINX1/TARDBP/MAGED1/ZIC1/IPO5/PARK7/MDFIC/CD2AP/MAVS/YAP1/CREBBP/STK11/PSEN1/NVL/RBM22/JUP/CTNNA1/ATP13A2/RAN/EDN1/NPM1"
"GO:0051784","negative regulation of nuclear division","24/3634","63/18888",0.000379932112233293,0.00730399172362047,0.00586996563886319,24,"SPC24/KNTC1/NUF2/TOM1L1/INCENP/MAD2L1/PLK1/BUB1/NME6/TTK/RPS6KA2/ZW10/RAD21/AURKB/KNL1/FBXO5/BUB3/ANAPC15/NDC80/FBXO43/BIRC5/CDCA8/MAD2L2/SPC25"
"GO:0001649","osteoblast differentiation","72/3634","257/18888",0.000381926526929086,0.00730399172362047,0.00586996563886319,72,"MRC2/DHX9/SOX2/MYBBP1A/CTNNBIP1/DDX21/PPP3CA/WWTR1/IFITM1/FZD1/HSPE1/SFRP2/NOTCH1/CDK6/CCDC47/WNT7B/DDX5/FOSL2/MAPK11/HDAC7/COL1A1/GLI3/IGFBP5/HIRA/GTPBP4/HNRNPU/NBR1/SOX9/SUCO/SYNCRIP/SEMA4D/RSL1D1/ALYREF/IARS1/CEBPA/LEF1/ATF4/PSMC2/ALPL/COL6A1/SOX11/CCN1/TNC/TPM4/JUNB/CTHRC1/FASN/BMPR1B/SKI/LGR4/SMAD4/MAP2K6/PRKACA/FBXO5/GABBR1/SCUBE3/PHB1/IL6ST/RSPO2/ATRAID/YAP1/LIMD1/ID4/SMOC1/GDPD2/LRP5/CHRD/VEGFC/GLI2/FBN2/SMAD6/WNT4"
"GO:0030330","DNA damage response, signal transduction by p53 class mediator","27/3634","74/18888",0.000382205999939813,0.00730399172362047,0.00586996563886319,27,"SPRED1/DDX5/HIPK2/MDM4/DYRK3/CASP2/ZMPSTE24/TRIAP1/RPS27L/TFAP4/CDKN1B/PLK2/EEF1E1/MARCHF7/ING4/CHEK2/GTSE1/COPS3/CD74/RPL26/SMYD2/DYRK1A/PAXIP1/NBN/FOXO3/CDKN1A/NPM1"
"GO:0043414","macromolecule methylation","54/3634","181/18888",0.000383853560413266,0.00731311249701981,0.00587729568912609,54,"BEND3/NOP2/TRMT6/LCMT2/ETF1/EOMES/GATAD2A/TRMT61A/FAM98A/MBD3/ATF7IP/WDR4/PRMT5/ZMPSTE24/PCIF1/NSUN2/METTL1/TARBP1/HENMT1/FTSJ3/EEF2KMT/SNRPD3/CSKMT/HSD17B10/ALKBH8/SNRPD1/ICMT/THUMPD3/HEMK1/RBM15B/PRMT8/FOS/PRMT2/TRMT1L/EZH2/TRMT10C/SMYD2/MGMT/TRMT13/ZCCHC4/SNRPF/METTL15/FBLL1/GSPT1/MRM2/MPHOSPH8/METTL16/PRMT7/EHMT1/RBM15/ATPSCKMT/METTL4/PRMT6/EEF1AKMT3"
"GO:0030178","negative regulation of Wnt signaling pathway","53/3634","177/18888",0.000392149947681378,0.00744846511568673,0.00598607390941563,53,"SOX2/CTNNBIP1/NFATC4/WWTR1/FZD1/LRP4/SFRP2/AMER1/NOTCH1/SHISA2/TCF7L2/GLI3/TLE4/GSC/C12orf43/PRICKLE1/CCDC88C/PTPRU/SOX9/CXXC4/FRZB/IGFBP2/LMBR1L/STK3/JADE1/DAB2/RACK1/CTHRC1/DAB2IP/EGR1/DACT1/SMAD4/GPC3/GRB10/SOX13/HDAC1/LIMD1/IGFBP4/TRABD2B/SHISA6/STK11/PTPRO/TMEM88/FOXO3/DDIT3/DACT3/CYLD/TLE1/SOSTDC1/RNF213/MAD2L2/TMEM131L/MDK"
"GO:0045839","negative regulation of mitotic nuclear division","22/3634","56/18888",0.000397856014459531,0.00753394616472003,0.00605477207332192,22,"SPC24/KNTC1/NUF2/TOM1L1/INCENP/MAD2L1/PLK1/BUB1/NME6/TTK/ZW10/RAD21/AURKB/KNL1/FBXO5/BUB3/ANAPC15/NDC80/BIRC5/CDCA8/MAD2L2/SPC25"
"GO:0009141","nucleoside triphosphate metabolic process","74/3634","266/18888",0.000400968780967422,0.00756995139657226,0.00608370823340934,74,"HSPA8/NME1/BEND3/SLC25A13/HK2/TIGAR/PKM/ENO3/IMPDH1/ENTPD7/INSR/PPARA/ENO1/GTPBP1/ACTN3/NDUFB2/NME6/ATP6V1A/ZBTB20/ATP1A2/NUDT16/IMPDH2/ITPA/NDUFB8/COL6A1/PPARGC1A/EIF6/PPP2CA/AK2/ADA/TPI1/ATP5MK/SPHK2/PRKACA/ATP5PF/DCTPP1/HSPA1B/NDUFS6/STAT3/ATP5F1E/NME5/HDAC4/UCP2/SAMHD1/NADK/PID1/GNAI3/PGM1/NDUFB10/ATP6V1B1/NDUFA7/TSPO/ATP5MF/PSEN1/ATP5ME/SDHC/NDUFS4/NDUFB5/UCK1/ATP5MC1/NUDT15/ATP5MC3/NME7/RAN/CTPS2/ATP5MC2/TAFAZZIN/PINK1/ATPSCKMT/RRM2B/PRKAG1/CLPX/MLST8/ND6"
"GO:0031290","retinal ganglion cell axon guidance","12/3634","23/18888",0.000407917790991149,0.00767794661416775,0.00617050025624215,12,"ALCAM/SLIT2/EPHA7/EPHB2/EFNA5/SEMA4F/BMPR1B/PTPRM/EPHB1/SLIT1/RPL24/PTPRO"
"GO:0006278","RNA-templated DNA biosynthetic process","28/3634","78/18888",0.000409296695987733,0.00768076592560764,0.00617276603937878,28,"PIF1/HSP90AA1/DKC1/CCT2/SMG5/TEP1/CCT5/NEK7/CCT3/NAT10/GAR1/TCP1/NEK2/HNRNPU/GNL3L/CCT6A/PINX1/AURKB/TNKS2/MAP3K4/NOP10/STN1/XRN1/POLQ/TNKS/RAD50/TNKS1BP1/TELO2"
"GO:0009152","purine ribonucleotide biosynthetic process","61/3634","211/18888",0.000424904009917175,0.00794977592207314,0.00638896007347887,61,"NME1/MTHFD1/SLC25A13/ADCY2/SLC25A1/PFAS/IMPDH1/PPARA/GUCY1B1/PAICS/GMPS/PDHA1/ENO1/ADSL/NDUFB2/NME6/ATP6V1A/IMPDH2/ADSS1/NDUFB8/GART/PPARGC1A/PANK4/AK2/ADA/ATP5MK/SPHK2/ATP5PF/ACSS2/ELOVL7/NDUFS6/ACOT7/ATP5F1E/NME5/SNCA/DCAKD/ACSL4/ADCY6/PID1/NDUFB10/NDUFA7/ATP5MF/COASY/ATP5ME/SDHC/NDUFS4/NDUFB5/ATP5MC1/DIP2A/GUCY1A2/ATP5MC3/NME7/ACSF3/ATP5MC2/TAFAZZIN/PINK1/ATIC/ATPSCKMT/ACACB/PAPSS1/ND6"
"GO:1904816","positive regulation of protein localization to chromosome, telomeric region","8/3634","12/18888",0.000438218061505567,0.00817440198909937,0.00656948427790436,8,"GNL3/DKC1/CCT2/CCT5/CCT3/TCP1/GNL3L/CCT6A"
"GO:0007266","Rho protein signal transduction","45/3634","145/18888",0.000444898949874146,0.00827432600524863,0.00664978975516777,45,"HEG1/RACGAP1/NGFR/BCL6/F11R/ARHGEF2/ARHGDIA/ITGA3/KANK1/ARHGAP35/COL1A2/RHOB/SEMA4D/RHOBTB1/ROBO1/F2RL1/ARHGAP29/CFL1/PLXNB1/MCF2L/PRAG1/STMN1/RHOU/LPAR1/ABCA1/SHTN1/ADGRG1/ROCK2/KCTD10/MET/DLC1/ARHGEF11/RTKN/F2R/RTN4R/CELSR1/GNA13/ARHGAP5/CDC42EP3/RHOBTB2/ITGB1/FLOT1/PDPN/ARHGAP1/STARD8"
